"year","treatment","spp","phen_stage","subsite","site_name","ct","ct_na"
2005,"OTC","DRYOCT","TW","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,0
2005,"OTC","POLVIV","AW","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,0
2005,"OTC","POLVIV","FB","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,1
2005,"OTC","POLVIV","FC","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,0
2005,"OTC","POLVIV","FF","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,0
2005,"OTC","POLVIV","FL","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,5
2005,"OTC","POLVIV","FO","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,0
2005,"OTC","SALPOL","AW","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,4
2005,"OTC","SALPOL","FA","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,5
2005,"OTC","SALPOL","FC","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,5
2005,"OTC","SALPOL","FF","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,5
2005,"OTC","SALPOL","FS","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,5
2005,"OTC","SALPOL","LPO","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,4
2005,"OTC","SALPOL","OVS","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,5
2005,"OTC","SALPOL","PO","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,4
2005,"OTC","SALPOL","SD","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",5,4
2005,"OTC","SAXOPP","FF","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",1,1
2005,"OTC","SAXOPP","FO","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",1,0
2005,"OTC","SAXOPP","FPE","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",1,0
2005,"OTC","SAXOPP","FPO","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",1,0
2005,"OTC","SAXOPP","PO","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",1,0
2005,"OTC","SAXOPP","SD","ENDALEN.DRYAS_HEATH.IJ","ENDALEN",1,0
