"site_name","subsite","spp","year","treatment","ct","ct_na","phen_stage"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","OTC",20,20,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","OTC",20,0,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","OTC",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","OTC",20,1,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","OTC",20,13,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","CTL",20,0,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","CTL",20,20,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","CTL",20,0,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","CTL",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","CTL",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","CTL",20,0,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","OTC",20,0,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","OTC",20,20,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","OTC",20,0,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","OTC",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","OTC",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2017","OTC",20,0,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","CTL",20,6,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","CTL",20,4,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","CTL",20,0,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","CTL",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","CTL",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","CTL",20,0,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","OTC",20,8,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","OTC",20,16,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","OTC",20,1,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","OTC",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","OTC",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2018","OTC",20,8,"seed shed"
