"site_name","subsite","spp","year","treatment","ct","ct_na","phen_stage"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","OTC",20,2,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","OTC",20,2,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","OTC",20,2,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","OTC",20,3,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","OTC",20,2,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","OTC",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","OTC",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","OTC",20,10,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","OTC",20,10,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","OTC",20,10,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","OTC",20,19,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","OTC",20,10,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","OTC",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","OTC",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","CTL",20,0,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","CTL",20,1,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","CTL",20,1,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","CTL",20,2,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","CTL",20,2,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","CTL",20,2,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","CTL",20,7,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","CTL",20,7,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","CTL",20,12,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","CTL",20,7,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","OTC",20,2,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","OTC",20,1,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","OTC",20,1,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","OTC",20,1,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","OTC",20,1,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","OTC",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2008","OTC",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","OTC",20,7,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","OTC",20,8,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","OTC",20,8,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","OTC",20,20,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","OTC",20,9,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","OTC",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2008","OTC",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","CTL",20,0,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","CTL",20,3,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","CTL",20,4,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","CTL",20,2,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","CTL",20,0,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2009","CTL",20,0,"first flower bud"
