"","all","site_name","subsite","year","treatment","plot","doy","OTC_period"
"162","ALEXFIORD_ALEXFIORD.DRYAS.GH_1992_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1992,"CTL","14",169,"YR"
"163","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","1",162,"YR"
"164","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","2",160,"YR"
"165","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","3",161,"YR"
"166","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","4",162,"YR"
"167","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","5",162,"YR"
"168","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","6",160,"YR"
"169","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","7",160,"YR"
"170","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","8",161,"YR"
"171","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","9",162,"YR"
"172","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","10",161,"YR"
"173","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","11",162,"YR"
"174","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","12",161,"YR"
"175","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","13",159,"YR"
"176","ALEXFIORD_ALEXFIORD.DRYAS.GH_1993_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1993,"CTL","14",160,"YR"
"177","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","1",159,"YR"
"178","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","2",160,"YR"
"179","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","3",159,"YR"
"180","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","4",162,"YR"
"181","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","5",162,"YR"
"182","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","6",160,"YR"
"183","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","7",160,"YR"
"184","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","8",159,"YR"
"185","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","9",159,"YR"
"186","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","10",159,"YR"
"187","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","11",159,"YR"
"188","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","12",159,"YR"
"189","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","13",159,"YR"
"190","ALEXFIORD_ALEXFIORD.DRYAS.GH_1994_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1994,"CTL","14",160,"YR"
"191","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","1",161,"YR"
"192","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","2",161,"YR"
"193","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","3",160,"YR"
"194","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","4",161,"YR"
"195","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","5",161,"YR"
"196","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","6",161,"YR"
"197","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","7",161,"YR"
"198","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","8",161,"YR"
"199","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","9",161,"YR"
"200","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","10",161,"YR"
"201","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","11",161,"YR"
"202","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","12",161,"YR"
"203","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","13",161,"YR"
"204","ALEXFIORD_ALEXFIORD.DRYAS.GH_1995_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1995,"CTL","14",161,"YR"
"205","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","1",178,"YR"
"206","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","2",178,"YR"
"207","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","3",176,"YR"
"208","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","4",177,"YR"
"209","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","5",174,"YR"
"210","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","6",177,"YR"
"211","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","7",181,"YR"
"212","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","8",179,"YR"
"213","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","9",175,"YR"
"214","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","10",179,"YR"
"215","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","11",179,"YR"
"216","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","12",176,"YR"
"217","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","13",179,"YR"
"218","ALEXFIORD_ALEXFIORD.DRYAS.GH_1996_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1996,"CTL","14",178,"YR"
"219","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","1",163,"YR"
"220","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","2",159,"YR"
"221","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","3",161,"YR"
"222","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","4",166,"YR"
"223","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","5",166,"YR"
"224","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","6",159,"YR"
"225","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","7",159,"YR"
"226","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","8",159,"YR"
"227","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","9",161,"YR"
"228","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","10",163,"YR"
"229","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","11",163,"YR"
"230","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","12",159,"YR"
"231","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","13",159,"YR"
"232","ALEXFIORD_ALEXFIORD.DRYAS.GH_1997_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1997,"CTL","14",159,"YR"
"233","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","1",164,"YR"
"234","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","2",164,"YR"
"235","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","3",164,"YR"
"236","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","4",164,"YR"
"237","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","5",161,"YR"
"238","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","6",161,"YR"
"239","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","7",164,"YR"
"240","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","8",164,"YR"
"241","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","9",164,"YR"
"242","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","10",164,"YR"
"243","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","11",164,"YR"
"244","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","12",164,"YR"
"245","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","13",161,"YR"
"246","ALEXFIORD_ALEXFIORD.DRYAS.GH_1998_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1998,"CTL","14",164,"YR"
"247","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","1",169,"YR"
"248","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","2",167,"YR"
"249","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","3",168,"YR"
"250","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","4",168,"YR"
"251","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","5",167,"YR"
"252","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","6",167,"YR"
"253","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","7",168,"YR"
"254","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","8",168,"YR"
"255","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","9",168,"YR"
"256","ALEXFIORD_ALEXFIORD.DRYAS.GH_1999_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",1999,"CTL","10",168,"YR"
"257","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","1",165,"YR"
"258","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","2",166,"YR"
"259","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","3",166,"YR"
"260","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","4",165,"YR"
"261","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","5",165,"YR"
"262","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","6",167,"YR"
"263","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","7",165,"YR"
"264","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","8",167,"YR"
"265","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","9",167,"YR"
"266","ALEXFIORD_ALEXFIORD.DRYAS.GH_2000_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2000,"CTL","10",165,"YR"
"267","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","1",174,"YR"
"268","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","2",173,"YR"
"269","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","3",176,"YR"
"270","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","4",174,"YR"
"271","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","5",174,"YR"
"272","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","6",174,"YR"
"273","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","7",174,"YR"
"274","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","8",173,"YR"
"275","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","9",174,"YR"
"276","ALEXFIORD_ALEXFIORD.DRYAS.GH_2001_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2001,"CTL","10",174,"YR"
"277","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","1",167,"YR"
"278","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","2",163,"YR"
"279","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","3",163,"YR"
"280","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","4",163,"YR"
"281","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","5",163,"YR"
"282","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","6",163,"YR"
"283","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","7",165,"YR"
"284","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","8",165,"YR"
"285","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","9",167,"YR"
"286","ALEXFIORD_ALEXFIORD.DRYAS.GH_2002_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2002,"CTL","10",163,"YR"
"287","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","1",170,"YR"
"288","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","2",168,"YR"
"289","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","3",171,"YR"
"290","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","4",170,"YR"
"291","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","5",170,"YR"
"292","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","6",170,"YR"
"293","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","7",170,"YR"
"294","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","8",170,"YR"
"295","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","9",170,"YR"
"296","ALEXFIORD_ALEXFIORD.DRYAS.GH_2003_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2003,"CTL","10",171,"YR"
"297","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","1",174,"YR"
"298","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","2",171,"YR"
"299","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","3",171,"YR"
"300","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","4",172,"YR"
"301","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","5",172,"YR"
"302","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","6",171,"YR"
"303","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","7",171,"YR"
"304","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","8",171,"YR"
"305","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","9",171,"YR"
"306","ALEXFIORD_ALEXFIORD.DRYAS.GH_2005_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2005,"CTL","10",172,"YR"
"307","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","1",161,"YR"
"308","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","2",163,"YR"
"309","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","3",163,"YR"
"310","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","4",162,"YR"
"311","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","5",159,"YR"
"312","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","6",161,"YR"
"313","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","7",163,"YR"
"314","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","8",165,"YR"
"315","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","9",158,"YR"
"316","ALEXFIORD_ALEXFIORD.DRYAS.GH_2007_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2007,"CTL","10",166,"YR"
"317","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","1",169,"YR"
"318","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","2",169,"YR"
"319","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","3",167,"YR"
"320","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","4",164,"YR"
"321","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","5",167,"YR"
"322","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","6",169,"YR"
"323","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","7",169,"YR"
"324","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","8",169,"YR"
"325","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","9",169,"YR"
"326","ALEXFIORD_ALEXFIORD.DRYAS.GH_2010_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2010,"CTL","10",167,"YR"
"327","ALEXFIORD_ALEXFIORD.DRYAS.GH_2011_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2011,"CTL","1",164,"YR"
"328","ALEXFIORD_ALEXFIORD.DRYAS.GH_2011_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2011,"CTL","2",164,"YR"
"329","ALEXFIORD_ALEXFIORD.DRYAS.GH_2011_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2011,"CTL","3",164,"YR"
"330","ALEXFIORD_ALEXFIORD.DRYAS.GH_2011_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2011,"CTL","4",166,"YR"
"331","ALEXFIORD_ALEXFIORD.DRYAS.GH_2011_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2011,"CTL","5",164,"YR"
"332","ALEXFIORD_ALEXFIORD.DRYAS.GH_2011_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2011,"CTL","6",166,"YR"
"333","ALEXFIORD_ALEXFIORD.DRYAS.GH_2011_CTL","ALEXFIORD","ALEXFIORD.DRYAS.GH",2011,"CTL","7",164,"YR"
