"year","treatment","spp","phen_stage","ct","ct_na","subsite","site_name"
1998,"OTC","SALARC","lv_exp",40,8,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","lv_mat",0,40,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","lv_sen",40,11,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","male_fl_sen",0,40,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","sd_disp",40,39,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","cap_f",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","cap_l",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_bbk_f",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_bbk_l",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_bud_f",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_bud_l",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_mat_f",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_mat_l",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_sen_f",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1999,"CTL","DRYINT","fl_sen_l",0,19,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
