"year","treatment","spp","phen_stage","subsite","ct","ct_na","site_name"
2007,"OTC","CHIJAM","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","CHIJAM","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","DESCAE","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"OTC","DESCAE","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"OTC","DODPUL","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","DODPUL","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","ERISIM","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","ERISIM","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","FESBRA","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"OTC","FESBRA","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"OTC","GENALG","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"OTC","GENALG","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"OTC","GENAMA","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","GENAMA","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","LEWPYG","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","LEWPYG","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","LUZSPI","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","LUZSPI","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","MERLAN","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","MERLAN","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","POTDIV","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",4,0,"NIWOT"
2007,"OTC","POTDIV","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",4,0,"NIWOT"
2007,"OTC","STELON","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","STELON","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","TRIPAR","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"OTC","TRIPAR","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"SNOWADD","ACOROS","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"SNOWADD","ACOROS","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"SNOWADD","ARTSCO","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"SNOWADD","ARTSCO","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"SNOWADD","BISBIS","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"SNOWADD","BISBIS","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"SNOWADD","CALLEP","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"SNOWADD","CALLEP","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"SNOWADD","CARSCO","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"SNOWADD","CARSCO","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"SNOWADD","CARXXX","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"SNOWADD","CARXXX","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"SNOWADD","CASOCC","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"SNOWADD","CASOCC","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"SNOWADD","CHIJAM","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"SNOWADD","CHIJAM","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"SNOWADD","DESCAE","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"SNOWADD","DESCAE","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
